Date,CFA,CFO,CSA,CSF,DEF,FDLO,JMIN,LGLV,ONEV,RBUS,SMLV,SMMV,SPLV,SPMV,USMV,XMLV,XRLV,XSLV
3/29/2019,48.63910675,45.46728134,43.48497009,38.29312134,48.71289825,32.88637161,26.54607582,96.05545044,72.70555115,26.48354721,86.53192139,31.12688065,50.12026978,26.8539505,56.30821228,47.58121109,35.03687286,44.39496613
4/30/2019,50.63533783,47.34485626,45.35533524,39.10612106,50.30284882,33.71698761,27.0254364,99.87467957,75.48146057,27.24119186,89.00993347,31.94283104,51.29269791,27.90877151,57.53396606,49.06604004,36.22415161,45.7379837
5/31/2019,47.67396545,44.55236435,41.61588669,35.97046661,48.68363571,32.79172134,26.23662949,98.38144684,71.90671539,26.42735672,84.24306488,30.98106956,50.79573441,26.67798805,56.60506821,47.52373505,35.19543076,43.61942291
6/28/2019,51.03003693,47.72616959,44.36891556,36.79072189,51.58066177,34.60541534,27.74325371,103.5410843,76.79998779,27.92035675,88.69099426,32.30049133,52.67722321,28.28267479,59.42600632,49.38927078,37.28787231,45.82189178
7/31/2019,51.70970154,48.35848618,45.05528641,37.57718658,52.087883,35.28414536,28.13522339,105.2332764,77.66300964,28.20616722,90.90302277,33.13392639,53.27177811,28.70953178,60.41755676,49.93835831,37.58427811,46.60501099
8/30/2019,50.637146,47.39545822,42.79662323,35.42496872,51.95132065,35.48776627,28.36888695,106.4062729,75.95709991,28.32727432,87.71846771,33.10485458,54.52288055,28.75136375,61.38023376,49.98652649,37.56357574,45.40168381
9/30/2019,51.66662598,48.33669281,44.97608948,35.46424866,52.8682251,35.74002075,28.88677406,107.6861801,78.50167084,28.89211273,91.24656677,33.38238525,55.73639679,29.23906517,61.98403549,50.95123291,38.24168777,46.93281174
10/31/2019,52.19814301,48.80834198,45.88924026,36.75931549,53.03404617,36.14881134,28.89538574,107.4833221,79.41806793,28.96477699,93.58843994,33.65465546,55.51913071,29.29334831,61.83898163,51.66790009,38.27780533,48.19037247
11/29/2019,54.1791153,50.66214752,47.34607315,37.96411896,54.19480896,37.10266113,29.44269371,109.4442444,82.0921936,29.55190277,95.15287781,34.32561111,55.51649475,30.02575111,62.69959641,51.70663834,39.41901016,48.55516052
12/31/2019,55.3381691,51.77937317,48.41169357,38.89572525,54.97831345,37.82614136,30.22043228,111.0199432,83.54450226,30.30573654,96.82125092,34.74410248,56.47438049,31.05526352,63.81142807,52.48057938,40.15083694,49.29977417
1/31/2020,54.81824875,51.28700638,46.08894348,36.91704178,55.9353981,38.32462692,30.42369652,113.2364502,82.25733185,30.44784164,93.79316711,34.60697556,58.16418076,31.17978477,65.30944061,52.40255356,40.10471725,48.05952454
