Date,CALF,EES,EPS,EZM,FNDA,FNDB,FNDX,IUS,IUSS,PRF,PRFZ,RWJ,RWK,RWL
30/06/2003,2954.628,1819.758,2171.28754,2852.31332,1819.758,440.2891,440.2891,440.2891,1819.758,440.2891,1819.758,2954.628,801.3203,440.2891
01/07/2003,2965.19,1823.221,2188.46947,2869.03284,1823.221,443.6945,443.6945,443.6945,1823.221,443.6945,1823.221,2965.19,805.2941,443.6945
02/07/2003,3020.319,1862.851,2214.83157,2907.24747,1862.851,448.3442,448.3442,448.3442,1862.851,448.3442,1862.851,3020.319,814.5893,448.3442
03/07/2003,3003.365,1852.562,2198.11018,2892.89192,1852.562,445.1031,445.1031,445.1031,1852.562,445.1031,1852.562,3003.365,810.5497,445.1031
07/07/2003,3053.454,1890.555,2239.79353,2945.64152,1890.555,451.92,451.92,451.92,1890.555,451.92,1890.555,3053.454,822.8408,451.92
08/07/2003,3094.82,1924.148,2248.76717,2974.16074,1924.148,453.1763,453.1763,453.1763,1924.148,453.1763,1924.148,3094.82,828.1932,453.1763
09/07/2003,3107.125,1936.459,2238.42543,2970.0014,1936.459,451.6672,451.6672,451.6672,1936.459,451.6672,1936.459,3107.125,826.1673,451.6672
10/07/2003,3060.422,1904.222,2208.04704,2923.9234,1904.222,445.0656,445.0656,445.0656,1904.222,445.0656,1904.222,3060.422,814.0022,445.0656
11/07/2003,3089.313,1923.587,2228.73308,2945.75838,1923.587,449.284,449.284,449.284,1923.587,449.284,1923.587,3089.313,820.136,449.284
14/07/2003,3112.033,1944.914,2243.31815,2969.74354,1944.914,452.3189,452.3189,452.3189,1944.914,452.3189,1944.914,3112.033,826.1365,452.3189
15/07/2003,3099.017,1936.476,2234.80109,2955.68712,1936.476,449.9776,449.9776,449.9776,1936.476,449.9776,1936.476,3099.017,822.0456,449.9776
16/07/2003,3086.994,1923.282,2220.5871,2934.9265,1923.282,446.174,446.174,446.174,1923.282,446.174,1923.282,3086.994,816.7608,446.174
17/07/2003,3017.039,1867.496,2191.69536,2891.27823,1867.496,441.462,441.462,441.462,1867.496,441.462,1867.496,3017.039,807.3404,441.462
18/07/2003,3043.566,1887.153,2216.44082,2921.2759,1887.153,447.7448,447.7448,447.7448,1887.153,447.7448,1887.153,3043.566,816.9244,447.7448
21/07/2003,2991.068,1856.343,2185.04784,2889.62483,1856.343,441.7015,441.7015,441.7015,1856.343,441.7015,1856.343,2991.068,808.79,441.7015
22/07/2003,3030.172,1884.116,2205.4347,2921.72467,1884.116,446.4732,446.4732,446.4732,1884.116,446.4732,1884.116,3030.172,817.9832,446.4732
23/07/2003,3036.754,1892.846,2207.70936,2927.66045,1892.846,445.312,445.312,445.312,1892.846,445.312,1892.846,3036.754,818.0463,445.312
24/07/2003,3034.143,1889.329,2192.85788,2915.00156,1889.329,443.0279,443.0279,443.0279,1889.329,443.0279,1889.329,3034.143,816.043,443.0279
25/07/2003,3055.333,1904.097,2228.19272,2947.66161,1904.097,449.5841,449.5841,449.5841,1904.097,449.5841,1904.097,3055.333,825.8932,449.5841
28/07/2003,3081.867,1924.204,2225.05021,2952.75084,1924.204,449.3287,449.3287,449.3287,1924.204,449.3287,1924.204,3081.867,825.4355,449.3287
29/07/2003,3082.501,1923.564,2211.31621,2940.66294,1923.564,446.7941,446.7941,446.7941,1923.564,446.7941,1923.564,3082.501,822.4578,446.7941
30/07/2003,3082.49,1920.486,2208.12881,2936.50446,1920.486,445.8166,445.8166,445.8166,1920.486,445.8166,1920.486,3082.49,823.4904,445.8166
31/07/2003,3101.971,1933.621,2214.55363,2946.31663,1933.621,446.8451,446.8451,446.8451,1933.621,446.8451,1933.621,3101.971,826.2242,446.8451
01/08/2003,3048.187,1901.489,2191.71025,2921.83872,1901.489,442.0058,442.0058,442.0058,1901.489,442.0058,1901.489,3048.187,818.5992,442.0058
04/08/2003,3027.392,1888.103,2196.38849,2916.84233,1888.103,442.8726,442.8726,442.8726,1888.103,442.8726,1888.103,3027.392,817.6645,442.8726
05/08/2003,2986.525,1858.426,2158.13219,2872.3064,1858.426,435.7714,435.7714,435.7714,1858.426,435.7714,1858.426,2986.525,806.8703,435.7714
06/08/2003,2975.396,1844.263,2160.46002,2863.82535,1844.263,438.0322,438.0322,438.0322,1844.263,438.0322,1844.263,2975.396,807.2316,438.0322
07/08/2003,2981.502,1843.754,2174.66782,2875.85781,1843.754,440.0582,440.0582,440.0582,1843.754,440.0582,1843.754,2981.502,810.686,440.0582
08/08/2003,2985.798,1844.493,2182.02358,2884.37384,1844.493,442.5059,442.5059,442.5059,1844.493,442.5059,1844.493,2985.798,814.2043,442.5059
11/08/2003,3013.122,1866.123,2189.47374,2897.21146,1866.123,443.3634,443.3634,443.3634,1866.123,443.3634,1866.123,3013.122,816.1577,443.3634
12/08/2003,3056.69,1897.354,2211.21921,2930.93617,1897.354,447.9435,447.9435,447.9435,1897.354,447.9435,1897.354,3056.69,824.2984,447.9435
13/08/2003,3054.417,1899.768,2198.79858,2928.8472,1899.768,445.5794,445.5794,445.5794,1899.768,445.5794,1899.768,3054.417,822.238,445.5794
14/08/2003,3080.572,1915.1,2212.72224,2947.19222,1915.1,448.8536,448.8536,448.8536,1915.1,448.8536,1915.1,3080.572,828.3419,448.8536
15/08/2003,3083.672,1917.949,2214.48438,2951.00812,1917.949,448.5468,448.5468,448.5468,1917.949,448.5468,1917.949,3083.672,828.7972,448.5468
18/08/2003,3130.375,1954.573,2235.18027,2985.70228,1954.573,451.1193,451.1193,451.1193,1954.573,451.1193,1954.573,3130.375,835.929,451.1193
19/08/2003,3179.673,1986.202,2241.54671,3007.30372,1986.202,452.402,452.402,452.402,1986.202,452.402,1986.202,3179.673,841.2752,452.402
20/08/2003,3183.875,1989.343,2237.94964,3015.0365,1989.343,452.2523,452.2523,452.2523,1989.343,452.2523,1989.343,3183.875,843.4808,452.2523
21/08/2003,3216.926,2011.228,2246.41812,3043.3138,2011.228,453.5334,453.5334,453.5334,2011.228,453.5334,2011.228,3216.926,849.3179,453.5334
22/08/2003,3155.007,1973.397,2223.6942,3011.09005,1973.397,447.3395,447.3395,447.3395,1973.397,447.3395,1973.397,3155.007,840.1927,447.3395
25/08/2003,3148.546,1966.711,2223.51262,3000.09572,1966.711,446.4377,446.4377,446.4377,1966.711,446.4377,1966.711,3148.546,838.0214,446.4377
26/08/2003,3167.753,1977.459,2229.95519,3006.98182,1977.459,447.6957,447.6957,447.6957,1977.459,447.6957,1977.459,3167.753,839.8627,447.6957
27/08/2003,3188.442,1995.712,2232.33049,3021.54917,1995.712,447.7903,447.7903,447.7903,1995.712,447.7903,1995.712,3188.442,842.4948,447.7903
28/08/2003,3212.198,2015.684,2247.24378,3051.60433,2015.684,450.9716,450.9716,450.9716,2015.684,450.9716,2015.684,3212.198,849.2458,450.9716
29/08/2003,3219.801,2022.275,2259.49759,3074.27463,2022.275,453.808,453.808,453.808,2022.275,453.808,2022.275,3219.801,855.5619,453.808
02/09/2003,3282.242,2063.256,2290.41856,3114.21922,2063.256,459.4793,459.4793,459.4793,2063.256,459.4793,2063.256,3282.242,867.0012,459.4793
03/09/2003,3301.59,2076.46,2300.37279,3126.0754,2076.46,461.4829,461.4829,461.4829,2076.46,461.4829,2076.46,3301.59,871.1252,461.4829
04/09/2003,3308.036,2084.021,2304.89585,3131.07666,2084.021,461.4926,461.4926,461.4926,2084.021,461.4926,2084.021,3308.036,871.3422,461.4926
05/09/2003,3283.452,2069.096,2290.93004,3114.26874,2069.096,458.7543,458.7543,458.7543,2069.096,458.7543,2069.096,3283.452,867.1106,458.7543
08/09/2003,3325.826,2102.688,2314.72119,3145.91342,2102.688,462.7587,462.7587,462.7587,2102.688,462.7587,2102.688,3325.826,875.225,462.7587
09/09/2003,3299.239,2088.322,2296.67844,3117.5336,2088.322,459.4253,459.4253,459.4253,2088.322,459.4253,2088.322,3299.239,867.1996,459.4253
